class_unclass,contig_name,taxon,length,kmers
C,ENA_ABAV01029938_ABAV01029938.1,Bacillus cereus m1293 (taxid 526973),1141,0:21 526973:5 131567:5 9606:4 0:145 1491:1 0:37 9606:15 0:161 9606:12 131567:46 526973:23 0:33 526973:3 0:28 526973:3 0:3 131567:6 526973:10 9606:11 0:82 1491:1 0:213 9606:12 131567:46 526973:23 0:33 526973:3 0:28 526973:3 0:3 131567:6 526973:10 9606:11 0:61
C,ENA_ABAV01029939_ABAV01029939.1,Bacillus cereus m1293 (taxid 526973),1525,0:20 1491:14 131567:49 2:5 1239:2 0:5 2:2 0:92 9606:9 131567:77 0:130 526973:5 131567:5 9606:4 0:145 1491:1 0:37 9606:15 0:161 9606:12 131567:46 526973:23 0:33 526973:3 0:28 526973:3 0:3 131567:6 526973:10 9606:11 0:82 1491:1 0:213 9606:12 131567:46 526973:23 0:33 526973:3 0:28 526973:3 0:3 131567:6 526973:10 9606:11 0:61
C,ENA_ABAV01030080_ABAV01030080.1,cellular organisms (taxid 131567),1672,0:1114 2058137:5 0:206 9606:5 0:308
C,ENA_ABAV01030116_ABAV01030116.1,Treponema denticola H-22 (taxid 999432),3587,0:1914 9606:1 0:1102 999432:4 0:532
C,ENA_ABAV01030128_ABAV01030128.1,Oceanobacillus kimchii X50 (taxid 1238184),18621,0:1945 1238184:5 0:8773 2:5 0:2729 9606:5 0:4787 9606:2 0:336
C,ENA_ABAV01030163_ABAV01030163.1,cellular organisms (taxid 131567),3472,0:1063 9606:3 0:1126 515622:3 0:1243
C,ENA_ABAV01030188_ABAV01030188.1,Bacillus cereus m1293 (taxid 526973),1560,0:10 1:5 2:1 1:7 0:1 2057025:1 0:465 9606:10 0:2 526973:5 0:168 1239:9 526973:14 A:34 0:68 1491:5 0:8 131567:15 0:38 9606:1 0:52 9606:1 0:68 1491:4 0:1 1239:17 526973:5 0:78 9606:1 0:7 9606:19 131567:1 0:11 131567:8 0:1 131567:5 0:26 526973:3 0:133 131567:10 0:8 526973:2 0:41 1491:4 0:12 9606:1 0:140
C,ENA_ABAV01030189_ABAV01030189.1,Bacillus cereus m1293 (taxid 526973),1753,0:18 526973:11 131567:54 1:9 1239:13 131567:4 1396:7 1239:2 1396:18 1:13 1396:1 526973:7 0:1 526973:4 0:15 526973:4 131567:15 526973:5 131567:3 0:28 9606:1 0:170 1239:1 0:3 1239:5 0:1 1239:1 0:24 1491:5 0:74 9606:4 0:69 1491:5 0:3 1491:1 0:1 131567:5 0:52 131567:2 0:10 131567:5 0:11 131567:1 0:29 131567:1 0:10 131567:47 0:134 131567:5 0:2 1239:4 0:5 526973:4 0:792
C,ENA_ABAV01030190_ABAV01030190.1,Bacillus cereus m1293 (taxid 526973),979,1239:1 0:5 2:2 0:92 9606:9 131567:77 0:130 526973:5 131567:5 9606:4 0:145 1491:1 0:37 9606:15 0:148 A:34 0:1 131567:36 526973:23 0:33 526973:3 0:28 526973:3 0:3 131567:6 526973:10 9606:11 0:78
C,ENA_ABAV01030191_ABAV01030191.1,Clostridium botulinum (taxid 1491),1209,0:1033 1491:21 131567:2 9606:8 0:36 1491:1 0:6 131567:6 0:62
C,ENA_ABAV01030192_ABAV01030192.1,Bacillus cereus m1293 (taxid 526973),823,1:10 1396:1 526973:7 0:1 526973:4 0:15 526973:4 131567:15 526973:5 131567:3 0:28 9606:1 0:170 1239:1 0:3 1239:5 0:1 1239:1 0:24 1491:5 0:64 9606:4 0:69 1491:5 0:3 1491:1 0:1 131567:5 0:52 131567:2 0:10 131567:5 0:11 131567:1 0:29 131567:1 0:10 131567:5 0:30 131567:14 526969:5 0:127 131567:5 0:2 1239:4 0:5 526973:4 0:11
C,ENA_ABAV01030194_ABAV01030194.1,Bacillus cereus m1293 (taxid 526973),3076,0:68 526973:5 131567:5 9606:4 0:145 1491:1 0:37 9606:15 0:161 9606:12 131567:46 526973:23 0:33 526973:3 0:28 526973:3 0:3 131567:6 526973:10 9606:11 0:131 9606:2 0:171 526973:1 0:3 526973:12 131567:7 9606:8 0:113 9606:34 0:731 1491:4 131567:3 0:5 1491:3 0:35 2057025:4 0:237 1:5 2:1 1:7 0:1 2057025:1 0:89 A:34 0:343 9606:10 0:2 526973:5 0:169 1239:9 526973:39 0:77 1491:5 0:8 131567:15 0:38 9606:1 0:52 9606:1 0:7
C,ENA_ABAV01030207_ABAV01030207.1,Bacillus cereus m1293 (taxid 526973),1401,0:298 1491:4 131567:3 0:5 1491:3 0:35 2057025:4 0:237 1:5 2:1 1:7 0:1 2057025:1 0:465 9606:10 0:2 526973:5 0:165 1239:9 526973:39 0:68
C,ENA_ABAV01030208_ABAV01030208.1,Clostridium botulinum (taxid 1491),1130,0:1 131567:10 0:8 526973:2 0:41 1491:4 0:12 9606:1 0:792 1491:4 131567:3 0:5 1491:3 0:35 2057025:4 0:171
C,ENA_ABAV01030293_ABAV01030293.1,Xylanimonas cellulosilytica DSM 15894 (taxid 446471),23509,0:10 A:34 0:13535 446471:4 131567:3 0:9889
C,ENA_ABAV01030467_ABAV01030467.1,Burkholderia cepacia complex (taxid 87882),2468,0:1123 1246955:4 0:663 87882:5 0:639
C,ENA_ABAV01030553_ABAV01030553.1,Acinetobacter soli (taxid 487316),15473,0:171 9606:2 0:659 487316:5 0:13462 1408:4 0:1136
C,ENA_ABAV01030583_ABAV01030583.1,Clostridium botulinum A3 str. Loch Maree (taxid 498214),2836,0:1128 9606:3 0:1489 498214:7 0:175
C,ENA_ABAV01030689_ABAV01030689.1,Marinilactibacillus sp. 15R (taxid 1911586),4534,0:1570 9606:3 0:2336 1911586:5 0:586
C,ENA_ABAV01030727_ABAV01030727.1,Alphaproteobacteria (taxid 28211),12664,0:741 9606:3 0:360 2:5 0:48 28211:5 0:98 2:5 0:319 28211:5 0:158 9606:3 0:186 2:5 0:56 9606:2 0:153 9606:2 0:628 9606:2 0:90 2:5 0:56 9606:2 0:628 9606:2 0:152 9606:2 0:92 2:5 0:304 28211:5 0:97 2:5 0:299 28211:5 0:723 2:5 0:56 9606:2 0:565 2:5 0:56 9606:2 0:212 2:5 0:481 9606:2 0:547 28211:5 0:879 2:5 0:1154 2:4 0:1479 76831:5 0:1905
C,ENA_ABAV01030728_ABAV01030728.1,Bacteria (taxid 2),2920,0:753 9606:3 0:943 2:5 0:1182
C,ENA_ABAV01030729_ABAV01030729.1,Glutamicibacter arilaitensis Re117 (taxid 861360),4123,0:851 9606:3 0:1200 861360:5 0:97 2:4 0:370 861360:5 0:149 28211:5 0:97 2:5 0:245 2:5 0:56 9606:2 0:968 9606:2 0:20
C,ENA_ABAV01030731_ABAV01030731.1,Alphaproteobacteria (taxid 28211),11378,0:646 9606:3 0:149 9606:2 0:265 9606:3 0:90 2:5 0:409 2:5 0:56 9606:3 0:189 2:5 0:56 9606:2 0:509 2:5 0:319 28211:5 1236:1 0:96 2:5 0:257 2:5 0:48 28211:5 0:96 2:5 0:256 2:5 0:150 2:5 0:306 9606:2 0:90 2:5 0:56 9606:2 0:363 2:5 0:56 9606:2 0:687 1889813:5 0:97 2:5 0:245 2:5 0:149 2:5 0:623 76831:5 0:421 2:5 0:56 9606:2 0:155 9606:5 0:1014 9606:2 0:92 2:4 0:368 861360:5 0:283 2:5 0:245 2:5 0:149 2:5 0:266 2:5 0:56 9606:2 0:784 2:5 0:2 9606:12 0:196 9606:2 0:425 9606:2 0:246 2:5 0:142
C,ENA_ABAV01030732_ABAV01030732.1,Alphaproteobacteria (taxid 28211),3470,0:396 2:5 0:2 9606:12 0:134 2:5 0:421 2:5 0:245 2:5 0:56 9606:2 0:91 2:5 0:723 28211:5 0:404 28211:5 0:359 2:5 0:56 9606:2 0:493
C,ENA_ABAV01030775_ABAV01030775.1,Cotesia congregata bracovirus (taxid 39640),3532,0:2235 39640:4 0:385 9606:1 0:873
C,ENA_ABAV01030784_ABAV01030784.1,Bernardetia litoralis DSM 6794 (taxid 880071),7731,0:3181 221027:2 0:16 880071:5 0:4493
C,ENA_ABAV01030804_ABAV01030804.1,cellular organisms (taxid 131567),7051,0:1741 1286:5 0:3259 1286:5 0:982 9606:5 0:8 9606:5 0:1007
C,ENA_ABAV01030860_ABAV01030860.1,Clostridium botulinum (taxid 1491),1529,0:17 1491:3 0:5 131567:3 1491:4 0:1463
C,ENA_ABAV01031009_ABAV01031009.1,Bacillus cereus m1293 (taxid 526973),803,9606:7 0:113 9606:8 131567:7 526973:12 0:3 526973:1 0:24 526973:1 0:146 9606:2 0:131 9606:11 526973:10 131567:6 0:3 526973:3 0:28 526973:3 0:33 526973:23 131567:46 9606:2 A:34 0:112
C,ENA_ABAV01031010_ABAV01031010.1,Bacillus cereus m1550 (taxid 526969),1025,0:238 A:34 0:432 526973:4 0:5 1239:4 0:2 131567:5 0:127 526969:5 131567:49 0:10 131567:1 0:29 131567:1 0:11 131567:5 0:10 131567:2 0:17
C,ENA_ABAV01031125_ABAV01031125.1,cellular organisms (taxid 131567),2079,0:24 526973:3 0:33 526973:23 131567:46 9606:12 0:161 9606:15 0:37 1491:1 0:145 9606:4 131567:5 526973:5 0:1531
C,ENA_ABAV01031150_ABAV01031150.1,Clostridium botulinum (taxid 1491),1031,0:3 526973:2 0:41 1491:4 0:12 9606:1 0:934
C,ENA_ABAV01031316_ABAV01031316.1,Herbivorax saccincola (taxid 1677857),1955,0:195 1677857:5 0:1716 9606:4 0:1
C,ENA_ABAV01031361_ABAV01031361.1,cellular organisms (taxid 131567),10987,0:3901 9606:1 0:2725 A:34 0:52 A:53 0:465 831:1 0:3634 A:34 0:37 A:16 
C,ENA_ABAV01031420_ABAV01031420.1,Candidatus Kinetoplastibacterium sorsogonicusi (taxid 1576550),3085,0:2148 9606:2 0:62 1576550:3 0:836
C,ENA_ABAV01031445_ABAV01031445.1,Bacillus cereus m1293 (taxid 526973),886,0:123 1491:1 0:37 9606:15 0:161 9606:12 131567:46 526973:23 0:33 526973:3 0:28 526973:3 0:3 131567:6 526973:10 9606:11 0:131 9606:2 0:146 526973:1 0:24 526973:1 0:3 526973:12 131567:7 9606:8 0:2
C,ENA_ABAV01031446_ABAV01031446.1,Clostridium botulinum (taxid 1491),896,0:9 1491:5 0:8 131567:15 0:38 9606:1 0:52 9606:1 0:68 1491:4 0:1 1239:17 526973:5 0:78 9606:1 0:7 9606:19 131567:1 0:11 131567:8 0:1 131567:5 0:26 526973:3 0:133 131567:10 0:8 526973:2 0:41 1491:4 0:12 9606:1 0:117 A:34 0:116
C,ENA_ABAV01031448_ABAV01031448.1,Clostridium botulinum (taxid 1491),1074,0:540 1491:4 131567:3 0:5 1491:3 0:276 1:5 2:1 1:7 0:1 2057025:1 0:194
C,ENA_ABAV01031449_ABAV01031449.1,Clostridium botulinum (taxid 1491),1562,0:702 A:34 0:462 1491:21 131567:2 9606:8 0:36 1491:1 0:6 131567:6 0:62 9606:4 0:149 2:1 0:34
C,ENA_ABAV01031451_ABAV01031451.1,Clostridium botulinum (taxid 1491),1421,0:918 1491:21 131567:2 9606:8 0:36 1491:1 0:6 131567:6 0:62 9606:4 0:149 2:1 0:56 1491:14 131567:49 2:5 1239:2 0:5 2:2 0:40
C,ENA_ABAV01031452_ABAV01031452.1,Clostridium botulinum (taxid 1491),910,0:765 1491:3 A:34 0:30 1491:1 0:6 131567:6 0:31
C,ENA_ABAV01031454_ABAV01031454.1,Clostridium botulinum (taxid 1491),1569,0:631 1491:21 131567:2 9606:8 0:36 1491:1 0:6 131567:6 0:60 A:34 0:121 2:1 0:56 1491:14 131567:49 2:5 1239:2 0:5 2:2 0:92 9606:9 131567:77 0:130 526973:5 131567:5 9606:4 0:145 1491:1 0:7
C,ENA_ABAV01031455_ABAV01031455.1,Spirosoma sp. HA7 (taxid 2057025),769,0:264 1:5 2:1 1:7 0:1 2057025:1 0:456
C,ENA_ABAV01031456_ABAV01031456.1,Bacillus cereus m1293 (taxid 526973),1279,0:18 1491:5 0:60 9606:1 0:121 1491:4 0:1 1239:17 526973:5 0:78 9606:1 0:7 9606:19 131567:1 0:11 131567:8 0:1 131567:5 0:26 526973:3 0:133 131567:10 0:8 526973:2 0:41 1491:4 0:12 9606:1 0:393 526973:5 0:4 526973:5 0:220 9606:5 0:10
C,ENA_ABAV01031457_ABAV01031457.1,Clostridium botulinum (taxid 1491),1039,0:69 1491:5 0:3 1491:1 0:1 131567:5 0:52 131567:2 0:10 131567:5 0:11 131567:1 0:29 131567:1 0:10 131567:49 526969:5 0:127 131567:5 0:2 1239:4 0:5 526973:4 0:599
C,ENA_ABAV01031458_ABAV01031458.1,Bacillus cereus m1293 (taxid 526973),1008,0:78 9606:5 0:38 A:34 9606:1 0:22 526973:11 131567:54 1:9 1239:13 131567:4 1396:7 1239:2 1396:18 1:13 1396:1 526973:7 0:1 526973:4 0:15 526973:4 131567:15 526973:5 131567:3 0:28 9606:1 0:170 1239:1 0:3 1239:5 0:1 1239:1 0:24 1491:5 0:64 9606:4 0:69 1491:5 0:3 1491:1 0:1 131567:5 0:52 131567:2 0:10 131567:5 0:11 131567:1 0:29 131567:1 0:10 131567:49 526969:5 0:44
C,ENA_ABAV01031460_ABAV01031460.1,Bacillus cereus m1293 (taxid 526973),1004,0:225 A:34 0:63 526973:5 0:4 526973:5 0:220 9606:5 0:45 9606:7 0:4 9606:17 0:22 526973:11 131567:54 1:9 1239:13 131567:4 1396:7 1239:2 1396:18 1:13 1396:1 526973:7 131567:1 526973:23 131567:15 526973:5 131567:3 0:28 9606:1 0:99
C,ENA_ABAV01031462_ABAV01031462.1,Bacillus cereus m1293 (taxid 526973),946,0:91 A:34 526973:35 0:77 1491:5 0:8 131567:15 0:38 9606:1 0:52 9606:1 0:68 1491:4 0:1 1239:17 526973:5 0:78 9606:1 0:7 9606:19 131567:1 0:11 131567:8 0:1 131567:5 0:162 131567:10 0:8 526973:2 0:41 1491:4 0:12 9606:1 0:89
C,ENA_ABAV01031464_ABAV01031464.1,Parascardovia denticolens DSM 10105 = JCM 12538 (taxid 864564),5634,0:188 9606:1 0:550 864564:5 0:4855 9606:1
C,ENA_ABAV01031483_ABAV01031483.1,Terrabacteria group (taxid 1783272),4131,0:1794 65496:5 0:1752 46867:5 0:541
C,ENA_ABAV01031499_ABAV01031499.1,Clostridium botulinum (taxid 1491),767,0:88 2:1 0:56 1491:14 131567:49 2:5 1239:2 131567:5 2:2 0:92 9606:9 131567:77 0:130 526973:5 131567:5 9606:4 0:145 1491:1 0:37 9606:6
C,ENA_ABAV01031556_ABAV01031556.1,Burkholderia cepacia complex (taxid 87882),1860,0:999 87882:7 0:820
C,ENA_ABAV01031559_ABAV01031559.1,cellular organisms (taxid 131567),3640,0:2604 A:34 0:104 9606:5 0:18 A:35 0:436 1031564:5 0:365
C,ENA_ABAV01031586_ABAV01031586.1,Bacteria (taxid 2),4645,0:2078 9606:2 0:306 2:5 0:1407 9606:2 0:56 2:5 0:149 2:5 0:596
C,ENA_ABAV01031587_ABAV01031587.1,Proteobacteria (taxid 1224),3698,0:530 2:5 0:96 562:5 0:794 2:5 0:245 2:5 0:1031 28211:5 0:943
C,ENA_ABAV01031588_ABAV01031588.1,Bacteria (taxid 2),2750,0:2436 9606:2 0:56 2:5 0:217
C,ENA_ABAV01031592_ABAV01031592.1,Bacteria (taxid 2),977,0:418 2:5 0:245 9606:2 0:56 2:5 0:149 2:5 0:58
C,ENA_ABAV01031608_ABAV01031608.1,Bacteria (taxid 2),4686,0:732 1471761:5 0:3559 996801:5 0:351
C,ENA_ABAV01031663_ABAV01031663.1,Bacillus cereus m1293 (taxid 526973),2930,0:110 1239:9 526973:39 0:77 1491:5 0:8 131567:15 0:1174 9606:6 0:1453
C,ENA_ABAV01031836_ABAV01031836.1,Bacillus cereus m1293 (taxid 526973),1053,9606:6 0:116 9606:5 0:5 131567:2 526973:12 0:3 526973:1 0:24 526973:1 0:146 9606:2 0:131 9606:11 526973:10 131567:6 0:3 526973:3 0:64 526973:23 131567:46 9606:12 0:161 9606:15 0:37 1491:1 0:115 A:34 9606:1 131567:5 526973:5 0:13
C,ENA_ABAV01031837_ABAV01031837.1,Bacillus cereus m1293 (taxid 526973),1489,0:98 9606:5 0:5 131567:2 526973:12 0:3 526973:1 0:24 526973:1 0:146 9606:2 0:131 9606:11 526973:10 131567:6 0:3 526973:3 0:28 526973:3 0:33 526973:23 131567:46 9606:12 0:161 9606:15 0:37 1491:1 0:145 9606:4 131567:5 526973:5 0:130 131567:77 9606:9 0:92 2:2 0:5 1239:2 2:5 131567:49 1491:14 0:89
C,ENA_ABAV01031854_ABAV01031854.1,Bacillus cereus m1293 (taxid 526973),8581,0:6041 526973:4 0:5 1239:4 0:2 131567:5 0:127 526969:5 131567:49 0:10 131567:1 0:29 131567:1 0:11 131567:5 0:10 131567:2 0:52 131567:5 0:1 1491:1 0:3 1491:5 0:69 9606:4 0:64 1491:5 0:24 1239:1 0:1 1239:2 0:6 1239:1 0:170 9606:1 0:28 131567:3 526973:5 131567:15 526973:4 0:15 526973:4 0:1 526973:7 1396:1 1:13 1396:18 1239:2 1396:7 131567:4 1239:13 1:9 131567:54 526973:11 0:22 9606:17 0:4 9606:7 0:45 9606:5 0:220 526973:5 0:4 526973:5 0:393 9606:1 0:12 1491:4 0:41 526973:2 0:8 131567:10 0:134 526973:2 0:35 131567:1 0:18 9606:1 0:3 9606:13 0:7 9606:1 0:78 526973:5 1239:17 0:1 1491:4 0:68 9606:1 0:52 9606:1 0:38 131567:15 0:8 1491:5 0:77 526973:39 1239:9 0:165 526973:4
C,ENA_ABAV01031857_ABAV01031857.1,Bacillus cereus m1293 (taxid 526973),1934,0:1057 526973:4 0:5 1239:4 0:2 131567:5 0:128 526969:5 131567:49 0:10 131567:1 0:29 131567:1 0:11 131567:5 0:64 131567:5 0:1 1491:1 0:3 1491:5 0:69 9606:4 0:64 1491:5 0:24 1239:1 0:1 1239:5 0:3 1239:1 0:202 526973:5 131567:15 526973:4 0:15 526973:4 0:1 526973:7 1396:1 1:13 1396:18 1239:2 1396:7 131567:4 1239:13 1:9 131567:8
C,ENA_ABAV01031858_ABAV01031858.1,Clostridium botulinum (taxid 1491),1799,131567:3 0:6 1491:1 0:36 9606:8 131567:2 1491:21 0:1331 526973:4 0:5 1239:4 0:2 131567:5 0:128 526969:5 131567:49 0:10 131567:1 0:29 131567:1 0:11 131567:5 0:64 131567:5 0:1 1491:1 0:3 1491:5 0:19
C,ENA_ABAV01031859_ABAV01031859.1,Clostridium botulinum (taxid 1491),896,131567:76 9606:9 0:92 2:2 0:5 1239:2 2:5 131567:49 1491:14 0:56 2:1 0:149 9606:4 0:62 131567:6 0:6 1491:1 0:39 9606:5 131567:2 1491:21 0:256
C,ENA_ABAV01031860_ABAV01031860.1,Bacillus cereus m1293 (taxid 526973),1433,0:437 526973:4 0:5 1239:4 0:2 131567:5 0:83 131567:5 0:39 526969:5 131567:49 0:10 131567:1 0:29 131567:1 0:51 131567:5 0:1 1491:1 0:3 1491:5 0:69 9606:4 0:64 1491:5 0:24 1239:1 0:1 1239:5 0:3 1239:1 0:202 526973:5 0:36 526973:4 0:1 526973:7 1396:1 1:13 1396:18 1239:2 1396:7 131567:4 1239:13 1:9 131567:54 526973:11 0:22 9606:17 0:4 9606:7 0:40
C,ENA_ABAV01031864_ABAV01031864.1,Clostridium botulinum (taxid 1491),1386,0:50 131567:77 9606:9 0:92 2:2 0:5 1239:2 2:5 131567:49 1491:14 0:206 9606:4 0:62 131567:6 0:6 1491:1 0:36 9606:8 131567:2 1491:21 0:695
C,ENA_ABAV01031865_ABAV01031865.1,Bacillus cereus m1293 (taxid 526973),1490,0:284 526973:4 0:5 1239:4 0:2 131567:5 0:127 526969:5 131567:20 0:39 131567:1 0:29 131567:1 0:11 131567:5 0:10 131567:2 0:52 131567:5 0:1 1491:1 0:3 1491:5 0:69 9606:4 0:64 1491:5 0:24 1239:1 0:1 1239:5 0:3 1239:1 0:202 526973:5 0:35 526973:4 0:1 526973:7 1396:1 1:13 1396:18 1239:2 1396:7 131567:4 1239:13 1:9 131567:54 526973:11 0:22 9606:17 0:4 9606:7 0:45 9606:5 0:172
C,ENA_ABAV01031866_ABAV01031866.1,Bacillus cereus m1293 (taxid 526973),1299,1396:4 1239:2 1396:7 131567:4 1239:13 1:9 131567:54 526973:11 0:22 9606:17 0:4 9606:7 0:45 9606:5 0:220 526973:5 0:402 9606:1 0:12 1491:4 0:41 526973:2 0:8 131567:10 0:356
C,ENA_ABAV01031907_ABAV01031907.1,Bartonella quintana (taxid 803),837,0:405 803:5 0:8 2:4 485918:2 0:379
C,ENA_ABAV01032055_ABAV01032055.1,Burkholderiales (taxid 80840),789,0:612 9606:3 0:6 9606:12 0:56 1224:3 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 1224:5 131567:1 2:3
C,ENA_ABAV01032071_ABAV01032071.1,Bacteria (taxid 2),28146,0:22 2:5 0:53 2:5 0:52 2:5 0:52 2:5 0:52 2:5 0:109 2:5 0:52 2:5 0:109 2:6 0:8640 9606:5 0:14718 9606:2 0:4205
C,ENA_ABAV01032077_ABAV01032077.1,Bacteria (taxid 2),2150,0:307 2:5 0:1 2:5 0:1 2:5 0:1 2:5 0:1 2:5 0:1 2:5 0:1 2:5 0:29 9606:3 0:7 9606:25 0:1704
C,ENA_ABAV01032083_ABAV01032083.1,Bacteria (taxid 2),3638,0:1750 2:5 0:1 2:5 0:1 2:5 0:1 2:5 0:1 2:5 0:1 2:5 0:1 2:5 0:1 2:5 0:1 2:5 0:1 2:5 0:1 2:5 0:29 9606:3 0:5 9606:27 0:158 2:5 0:1 2:5 0:29 9606:3 0:5 9606:30 0:1489
C,ENA_ABAV01032095_ABAV01032095.1,cellular organisms (taxid 131567),1038,0:73 131567:9 0:922
C,ENA_ABAV01032110_ABAV01032110.1,Staphylococcus warneri SG1 (taxid 1194526),3556,0:786 311230:1 0:2565 1194526:3 0:167
C,ENA_ABAV01032115_ABAV01032115.1,Pandoravirus inopinatum (taxid 1605721),13599,0:3880 1605721:5 0:8506 746360:3 0:1171
C,ENA_ABAV01032203_ABAV01032203.1,Clostridium botulinum (taxid 1491),1364,0:304 526973:4 0:5 1239:4 0:2 131567:5 0:124 131567:29 0:7 131567:1 0:23 131567:1 0:29 131567:1 0:11 131567:5 0:10 131567:2 0:52 131567:5 0:1 1491:1 0:77 9606:4 0:64 1491:5 0:24 1239:1 0:1 1239:5 0:3 1239:1 0:519
C,ENA_ABAV01032292_ABAV01032292.1,root (taxid 1),762,0:679 1:47 0:2
C,ENA_ABAV01032295_ABAV01032295.1,Bacillus cereus m1293 (taxid 526973),1205,0:15 9606:1 0:38 131567:15 0:8 1491:5 0:77 526973:39 1239:9 0:170 526973:5 0:2 9606:10 0:59 A:34 0:373 2057025:1 0:1 1:7 2:1 1:5 0:237 2057025:4 0:35 1491:3 0:5 131567:3 1491:4 0:5
C,ENA_ABAV01032371_ABAV01032371.1,Bacteroidales (taxid 171549),9241,0:3794 171549:3 0:974 9606:1 0:4435
C,ENA_ABAV01032410_ABAV01032410.1,Bacillus cereus m1293 (taxid 526973),1123,0:827 9606:1 0:52 9606:1 0:38 131567:15 0:8 1491:5 0:77 526973:39 1239:9 0:17
C,ENA_ABAV01032496_ABAV01032496.1,Desulfobacula toluolica Tol2 (taxid 651182),2405,0:1271 651182:3 0:24 580340:1 0:1072
C,ENA_ABAV01032518_ABAV01032518.1,Pseudomonas (taxid 286),13431,0:8685 9606:3 0:1347 286:5 0:3357
C,ENA_ABAV01032554_ABAV01032554.1,Variovorax boronicumulans (taxid 436515),3709,0:694 1273749:2 0:2120 436515:5 0:854
C,ENA_ABAV01032593_ABAV01032593.1,Clostridium botulinum (taxid 1491),1311,0:53 9606:4 0:62 131567:6 0:6 1491:1 0:36 9606:8 131567:2 1491:21 0:1078
C,ENA_ABAV01032594_ABAV01032594.1,Clostridium botulinum (taxid 1491),881,9606:2 0:62 131567:6 0:6 1491:1 0:36 9606:8 131567:2 1491:21 0:587 A:34 0:82
C,ENA_ABAV01032596_ABAV01032596.1,Clostridium botulinum (taxid 1491),852,0:166 2057025:1 0:1 1:7 2:1 1:5 0:276 1491:3 0:5 131567:3 1491:4 0:346
C,ENA_ABAV01032597_ABAV01032597.1,cellular organisms (taxid 131567),922,0:5 526973:3 0:33 526973:23 131567:46 9606:12 0:22 A:34 0:105 9606:15 0:37 1491:1 0:145 9606:4 131567:5 526973:5 0:130 131567:77 9606:9 0:92 2:2 131567:5 1239:2 2:5 131567:49 1491:14 0:8
C,ENA_ABAV01032819_ABAV01032819.1,Clostridium botulinum (taxid 1491),2190,0:197 1239:1 0:3 1239:5 0:1 1239:1 0:24 1491:5 0:64 9606:4 0:69 1491:5 0:3 1491:1 0:1 131567:5 0:52 131567:2 0:10 131567:5 0:11 131567:1 0:29 131567:1 0:10 131567:49 526969:5 0:127 131567:5 0:2 1239:4 0:5 526973:4 0:1445
C,ENA_ABAV01032841_ABAV01032841.1,cellular organisms (taxid 131567),16466,0:3388 9606:3 0:1476 A:34 0:7223 1750719:5 0:4227 9606:2 0:74
C,ENA_ABAV01033060_ABAV01033060.1,Pseudomonas (taxid 286),1877,0:1825 286:2 131567:16
C,ENA_ABAV01033068_ABAV01033068.1,Pseudomonas alkylphenolica (taxid 237609),1081,0:22 78327:5 0:8 353:1 0:5 286:2 0:72 180957:2 67827:5 136843:3 286:5 0:10 286:1 0:403 1245471:2 286:3 237609:16 0:48 135621:5 0:5 286:2 0:27 1930532:5 0:6 1294143:6 0:6 1294143:5 0:53 135621:3 0:5 135621:1 0:2 135621:4 1283291:7 0:5 1283291:2 286:2 1283291:5 286:2 0:50 743720:3 286:8 0:1 286:5 0:38 286:1 1236:2 1224:5 61648:1 1421430:5 0:157
C,ENA_ABAV01033069_ABAV01033069.1,Pseudomonas mendocina (taxid 300),948,0:74 136841:7 0:13 286:6 0:7 300:1 0:51 286:1 0:12 286:1 0:11 286:5 300:13 286:1 300:1 286:5 300:1 286:6 300:4 286:5 300:3 286:7 0:3 743720:2 0:157 1123016:5 0:9 316:1 0:69 286:7 0:1 286:14 330:5 0:3 286:5 0:6 286:9 1236:3 286:21 300:2 286:5 300:5 1930532:1 0:170 300:1 0:91 286:3 271420:5 0:76
C,ENA_ABAV01033070_ABAV01033070.1,Pseudomonas sp. CC6-YY-74 (taxid 1930532),1854,0:479 743720:7 0:79 286:5 0:5 1149133:2 1294143:2 316:5 1294143:2 0:3 1930532:5 0:1 1930532:6 286:4 1930532:9 0:22 316:2 0:275 1981174:4 0:66 136841:5 286:1 0:7 271420:5 0:89 53408:5 0:6 53408:6 0:1 286:18 1392877:5 0:10 1392877:3 0:589 286:2 0:11 286:5 0:69
C,ENA_ABAV01033071_ABAV01033071.1,Proteobacteria (taxid 1224),1168,0:383 1881017:5 0:8 1224:3 0:575 587753:4 963:5 0:45 543:5 0:101
