index,identifiers,gc,length,acti_mapped.sorted_cov,bestsumorder_phylum
1000,ENA_WAHB01001001_WAHB01001001.1,0.3752,73659,249.7324,Cnidaria
1001,ENA_WAHB01001002_WAHB01001002.1,0.4003,69523,661.8741,no-hit
1002,ENA_WAHB01001003_WAHB01001003.1,0.3679,69815,241.7986,Chordata
1003,ENA_WAHB01001004_WAHB01001004.1,0.3643,69623,222.1898,no-hit
1004,ENA_WAHB01001005_WAHB01001005.1,0.3673,69476,307.6781,Cnidaria
1005,ENA_WAHB01001006_WAHB01001006.1,0.3673,69769,285.9673,Chordata
1006,ENA_WAHB01001007_WAHB01001007.1,0.3744,69306,380.4807,Cnidaria
1007,ENA_WAHB01001008_WAHB01001008.1,0.3941,69149,308.2087,Cnidaria
1008,ENA_WAHB01001009_WAHB01001009.1,0.3612,70003,307.1851,Cnidaria
1009,ENA_WAHB01001010_WAHB01001010.1,0.3666,70763,305.969,Chordata
1010,ENA_WAHB01001011_WAHB01001011.1,0.3716,72845,244.6237,Cnidaria
1011,ENA_WAHB01001012_WAHB01001012.1,0.3792,68330,331.6355,Chordata
1012,ENA_WAHB01001013_WAHB01001013.1,0.3777,68155,253.9037,Chordata
1013,ENA_WAHB01001014_WAHB01001014.1,0.3815,69031,354.7426,Cnidaria
1014,ENA_WAHB01001015_WAHB01001015.1,0.39,77791,648.3952,no-hit
1015,ENA_WAHB01001016_WAHB01001016.1,0.3701,66768,225.8336,Cnidaria
1016,ENA_WAHB01001017_WAHB01001017.1,0.3689,68333,413.8169,Cnidaria
1017,ENA_WAHB01001018_WAHB01001018.1,0.3791,69141,248.4994,no-hit
1018,ENA_WAHB01001019_WAHB01001019.1,0.355,68470,195.9669,Cnidaria
1019,ENA_WAHB01001020_WAHB01001020.1,0.3755,67770,238.5608,Cnidaria
1020,ENA_WAHB01001021_WAHB01001021.1,0.3696,68629,232.3606,Cnidaria
1021,ENA_WAHB01001022_WAHB01001022.1,0.3556,68212,276.1938,Cnidaria
1022,ENA_WAHB01001023_WAHB01001023.1,0.3811,69390,278.0415,Cnidaria
1023,ENA_WAHB01001024_WAHB01001024.1,0.398,68063,721.3446,Cnidaria
1024,ENA_WAHB01001025_WAHB01001025.1,0.3813,67522,512.2631,no-hit
1025,ENA_WAHB01001026_WAHB01001026.1,0.3752,67701,489.7622,Cnidaria
1026,ENA_WAHB01001027_WAHB01001027.1,0.3604,68032,290.4847,no-hit
1027,ENA_WAHB01001028_WAHB01001028.1,0.3728,68618,485.3576,Cnidaria
1028,ENA_WAHB01001029_WAHB01001029.1,0.3906,67510,264.3088,Cnidaria
1029,ENA_WAHB01001030_WAHB01001030.1,0.3705,67038,215.3841,Cnidaria
1030,ENA_WAHB01001031_WAHB01001031.1,0.3599,68794,237.7171,no-hit
1031,ENA_WAHB01001032_WAHB01001032.1,0.3777,66764,312.2305,Cnidaria
1032,ENA_WAHB01001033_WAHB01001033.1,0.3804,66799,288.1622,Cnidaria
1033,ENA_WAHB01001034_WAHB01001034.1,0.3678,66839,373.7084,Cnidaria
1034,ENA_WAHB01001035_WAHB01001035.1,0.3656,76180,230.2691,Cnidaria
1035,ENA_WAHB01001036_WAHB01001036.1,0.3707,66792,244.6066,Cnidaria
1036,ENA_WAHB01001037_WAHB01001037.1,0.3698,66995,335.1228,Cnidaria
1037,ENA_WAHB01001038_WAHB01001038.1,0.3533,64238,203.3636,Cnidaria
1038,ENA_WAHB01001039_WAHB01001039.1,0.3817,66820,900.8615,Cnidaria
1039,ENA_WAHB01001040_WAHB01001040.1,0.3557,73414,216.8723,Cnidaria
1040,ENA_WAHB01001041_WAHB01001041.1,0.3669,65642,300.5273,no-hit
1041,ENA_WAHB01001042_WAHB01001042.1,0.3589,65381,202.2573,Cnidaria
1042,ENA_WAHB01001043_WAHB01001043.1,0.3677,65767,203.8125,no-hit
1043,ENA_WAHB01001044_WAHB01001044.1,0.375,92342,187.9393,Chordata
1044,ENA_WAHB01001045_WAHB01001045.1,0.3758,67411,253.5817,Chordata
1045,ENA_WAHB01001046_WAHB01001046.1,0.3604,65868,227.0821,Cnidaria
1046,ENA_WAHB01001047_WAHB01001047.1,0.3718,65608,258.273,Chordata
1047,ENA_WAHB01001048_WAHB01001048.1,0.3539,64993,243.326,Cnidaria
1048,ENA_WAHB01001049_WAHB01001049.1,0.3708,67288,302.9492,no-hit
1049,ENA_WAHB01001050_WAHB01001050.1,0.3701,64795,402.0935,Cnidaria
1050,ENA_WAHB01001051_WAHB01001051.1,0.3664,63360,249.8306,Cnidaria
1051,ENA_WAHB01001052_WAHB01001052.1,0.3955,64463,334.2019,Cnidaria
1052,ENA_WAHB01001053_WAHB01001053.1,0.3749,65506,434.8661,Cnidaria
1053,ENA_WAHB01001054_WAHB01001054.1,0.3731,64411,251.6465,Cnidaria
1054,ENA_WAHB01001055_WAHB01001055.1,0.3724,65344,203.4341,Cnidaria
1055,ENA_WAHB01001056_WAHB01001056.1,0.3757,64134,264.5512,Arthropoda
1056,ENA_WAHB01001057_WAHB01001057.1,0.3699,64215,231.9289,Cnidaria
1057,ENA_WAHB01001058_WAHB01001058.1,0.4455,71445,1130.5559,no-hit
1058,ENA_WAHB01001059_WAHB01001059.1,0.3636,63628,217.7149,Cnidaria
1059,ENA_WAHB01001060_WAHB01001060.1,0.3628,62160,182.9032,Cnidaria
1060,ENA_WAHB01001061_WAHB01001061.1,0.3703,63508,247.8733,no-hit
1061,ENA_WAHB01001062_WAHB01001062.1,0.3545,63567,202.8542,Cnidaria
1062,ENA_WAHB01001063_WAHB01001063.1,0.3738,63599,250.2707,Cnidaria
1063,ENA_WAHB01001064_WAHB01001064.1,0.3706,63677,237.9243,Cnidaria
1064,ENA_WAHB01001065_WAHB01001065.1,0.3675,66562,288.815,Cnidaria
1065,ENA_WAHB01001066_WAHB01001066.1,0.3591,63357,229.9377,Cnidaria
1066,ENA_WAHB01001067_WAHB01001067.1,0.3599,63264,288.9842,Cnidaria
1067,ENA_WAHB01001068_WAHB01001068.1,0.3613,63132,279.6179,Cnidaria
1068,ENA_WAHB01001069_WAHB01001069.1,0.3648,62632,252.048,no-hit
1069,ENA_WAHB01001070_WAHB01001070.1,0.3715,62853,547.8467,Cnidaria
1070,ENA_WAHB01001071_WAHB01001071.1,0.3694,62974,443.7576,Cnidaria
1071,ENA_WAHB01001072_WAHB01001072.1,0.3804,62635,611.6461,no-hit
1072,ENA_WAHB01001073_WAHB01001073.1,0.3652,62307,212.2778,Arthropoda
1073,ENA_WAHB01001074_WAHB01001074.1,0.3675,68330,288.0564,Cnidaria
1074,ENA_WAHB01001075_WAHB01001075.1,0.3371,62361,179.941,Cnidaria
1075,ENA_WAHB01001076_WAHB01001076.1,0.3837,62186,241.585,Cnidaria
1076,ENA_WAHB01001077_WAHB01001077.1,0.3824,62035,338.1176,no-hit
1077,ENA_WAHB01001078_WAHB01001078.1,0.3584,62434,380.6785,no-hit
1078,ENA_WAHB01001079_WAHB01001079.1,0.382,61803,244.6429,Cnidaria
1079,ENA_WAHB01001080_WAHB01001080.1,0.3656,65078,154.8211,Cnidaria
1080,ENA_WAHB01001081_WAHB01001081.1,0.3765,63398,252.0152,Cnidaria
1081,ENA_WAHB01001082_WAHB01001082.1,0.3611,61922,306.523,Cnidaria
1082,ENA_WAHB01001083_WAHB01001083.1,0.3809,62861,271.0728,Cnidaria
1083,ENA_WAHB01001084_WAHB01001084.1,0.3724,61558,261.5334,Cnidaria
1084,ENA_WAHB01001085_WAHB01001085.1,0.3764,61752,222.1216,Chordata
1085,ENA_WAHB01001086_WAHB01001086.1,0.3923,57608,520.9693,Cnidaria
1086,ENA_WAHB01001087_WAHB01001087.1,0.3773,61097,261.5593,Cnidaria
1087,ENA_WAHB01001088_WAHB01001088.1,0.3796,60911,261.7484,Cnidaria
1088,ENA_WAHB01001089_WAHB01001089.1,0.3631,60767,160.9017,Cnidaria
1089,ENA_WAHB01001090_WAHB01001090.1,0.3699,61316,236.262,Cnidaria
1090,ENA_WAHB01001091_WAHB01001091.1,0.3667,61341,234.9008,Cnidaria
1091,ENA_WAHB01001092_WAHB01001092.1,0.368,60597,239.5784,Chordata
1092,ENA_WAHB01001093_WAHB01001093.1,0.3646,60901,297.5267,no-hit
1093,ENA_WAHB01001094_WAHB01001094.1,0.3535,60760,253.8231,Cnidaria
1094,ENA_WAHB01001095_WAHB01001095.1,0.3718,60566,366.6232,Cnidaria
1095,ENA_WAHB01001096_WAHB01001096.1,0.3749,60487,223.8889,Cnidaria
1096,ENA_WAHB01001097_WAHB01001097.1,0.3795,59732,375.2009,Cnidaria
1097,ENA_WAHB01001098_WAHB01001098.1,0.3517,60122,284.0693,no-hit
1098,ENA_WAHB01001099_WAHB01001099.1,0.3699,64030,190.4837,Cnidaria
1099,ENA_WAHB01001100_WAHB01001100.1,0.3622,60423,225.702,Cnidaria
1100,ENA_WAHB01001101_WAHB01001101.1,0.3646,60456,289.149,no-hit
1101,ENA_WAHB01001102_WAHB01001102.1,0.3883,60226,441.2284,Cnidaria
1102,ENA_WAHB01001103_WAHB01001103.1,0.3601,60038,239.5014,no-hit
1103,ENA_WAHB01001104_WAHB01001104.1,0.3675,59992,249.2333,no-hit
1104,ENA_WAHB01001105_WAHB01001105.1,0.352,60266,238.99,Cnidaria
1105,ENA_WAHB01001106_WAHB01001106.1,0.3783,56721,247.6871,Cnidaria
1106,ENA_WAHB01001107_WAHB01001107.1,0.3645,59937,235.1188,no-hit
1107,ENA_WAHB01001108_WAHB01001108.1,0.3858,60385,261.4209,Cnidaria
1108,ENA_WAHB01001109_WAHB01001109.1,0.3548,59814,265.2237,Cnidaria
1109,ENA_WAHB01001110_WAHB01001110.1,0.3741,60952,283.0223,Cnidaria
1110,ENA_WAHB01001111_WAHB01001111.1,0.3753,60412,261.512,Cnidaria
1111,ENA_WAHB01001112_WAHB01001112.1,0.3833,59423,433.8018,Cnidaria
1112,ENA_WAHB01001113_WAHB01001113.1,0.3702,59370,274.9413,Cnidaria
1113,ENA_WAHB01001114_WAHB01001114.1,0.3554,59705,239.4932,Cnidaria
1114,ENA_WAHB01001115_WAHB01001115.1,0.3541,57967,240.9958,Cnidaria
1115,ENA_WAHB01001116_WAHB01001116.1,0.3809,63029,330.2223,Cnidaria
1116,ENA_WAHB01001117_WAHB01001117.1,0.3667,58584,278.2999,Chordata
1117,ENA_WAHB01001118_WAHB01001118.1,0.3523,58449,221.9183,Cnidaria
1118,ENA_WAHB01001119_WAHB01001119.1,0.3745,58372,349.7866,Cnidaria
1119,ENA_WAHB01001120_WAHB01001120.1,0.3547,58676,298.9053,Cnidaria
1120,ENA_WAHB01001121_WAHB01001121.1,0.3557,58465,191.7388,no-hit
1121,ENA_WAHB01001122_WAHB01001122.1,0.3603,58013,279.6644,Cnidaria
1122,ENA_WAHB01001123_WAHB01001123.1,0.3655,58170,229.1344,Cnidaria
1123,ENA_WAHB01001124_WAHB01001124.1,0.3728,57744,234.2695,Cnidaria
1124,ENA_WAHB01001125_WAHB01001125.1,0.3794,58244,969.8884,Cnidaria
1125,ENA_WAHB01001126_WAHB01001126.1,0.3644,59005,185.5586,Arthropoda
1126,ENA_WAHB01001127_WAHB01001127.1,0.397,58114,386.0098,Cnidaria
1127,ENA_WAHB01001128_WAHB01001128.1,0.4154,59643,378.6878,no-hit
1128,ENA_WAHB01001129_WAHB01001129.1,0.3631,58096,315.7506,Cnidaria
1129,ENA_WAHB01001130_WAHB01001130.1,0.3785,57763,234.9296,Cnidaria
1130,ENA_WAHB01001131_WAHB01001131.1,0.3613,62589,312.7818,Cnidaria
1131,ENA_WAHB01001132_WAHB01001132.1,0.3702,59437,466.0762,Cnidaria
1132,ENA_WAHB01001133_WAHB01001133.1,0.3736,57661,237.1138,Cnidaria
1133,ENA_WAHB01001134_WAHB01001134.1,0.3593,62309,287.7439,no-hit
1134,ENA_WAHB01001135_WAHB01001135.1,0.3777,57832,240.7993,Cnidaria
1135,ENA_WAHB01001136_WAHB01001136.1,0.3651,56912,254.2652,Cnidaria
1136,ENA_WAHB01001137_WAHB01001137.1,0.3877,57067,492.9644,Cnidaria
1137,ENA_WAHB01001138_WAHB01001138.1,0.372,57482,327.3685,no-hit
1138,ENA_WAHB01001139_WAHB01001139.1,0.3657,57496,203.825,no-hit
1139,ENA_WAHB01001140_WAHB01001140.1,0.3667,57468,235.9181,Cnidaria
1140,ENA_WAHB01001141_WAHB01001141.1,0.363,57134,212.1539,Cnidaria
1141,ENA_WAHB01001142_WAHB01001142.1,0.362,57402,262.0726,Cnidaria
1142,ENA_WAHB01001143_WAHB01001143.1,0.3739,57069,272.1945,no-hit
1143,ENA_WAHB01001144_WAHB01001144.1,0.3674,57701,2535.8445,Cnidaria
1144,ENA_WAHB01001145_WAHB01001145.1,0.3714,57715,277.4938,Cnidaria
1145,ENA_WAHB01001146_WAHB01001146.1,0.3817,57926,249.8075,no-hit
1146,ENA_WAHB01001147_WAHB01001147.1,0.3735,57006,270.8472,Cnidaria
1147,ENA_WAHB01001148_WAHB01001148.1,0.3794,56804,188.8868,Cnidaria
1148,ENA_WAHB01001149_WAHB01001149.1,0.363,56963,174.5545,no-hit
1149,ENA_WAHB01001150_WAHB01001150.1,0.3608,56383,233.2329,Cnidaria
1150,ENA_WAHB01001151_WAHB01001151.1,0.3681,56169,262.0779,Cnidaria
1151,ENA_WAHB01001152_WAHB01001152.1,0.3683,55966,227.2594,Cnidaria
1152,ENA_WAHB01001153_WAHB01001153.1,0.3859,56206,514.6863,Cnidaria
1153,ENA_WAHB01001154_WAHB01001154.1,0.3789,55939,249.4249,Cnidaria
1154,ENA_WAHB01001155_WAHB01001155.1,0.3693,55985,240.9594,Cnidaria
1155,ENA_WAHB01001156_WAHB01001156.1,0.3596,60597,251.7649,no-hit
1156,ENA_WAHB01001157_WAHB01001157.1,0.3674,55535,234.4821,Cnidaria
1157,ENA_WAHB01001158_WAHB01001158.1,0.3698,55491,540.4436,Cnidaria
1158,ENA_WAHB01001159_WAHB01001159.1,0.3618,55145,218.8202,Cnidaria
1159,ENA_WAHB01001160_WAHB01001160.1,0.3626,55473,343.4536,no-hit
1160,ENA_WAHB01001161_WAHB01001161.1,0.3633,55103,479.4819,Cnidaria
1161,ENA_WAHB01001162_WAHB01001162.1,0.3803,54539,273.9751,Cnidaria
1162,ENA_WAHB01001163_WAHB01001163.1,0.3836,54710,266.3656,Cnidaria
1163,ENA_WAHB01001164_WAHB01001164.1,0.3726,65369,259.3272,Cnidaria
1164,ENA_WAHB01001165_WAHB01001165.1,0.3847,55079,298.257,Cnidaria
1165,ENA_WAHB01001166_WAHB01001166.1,0.3778,54668,384.8847,no-hit
1166,ENA_WAHB01001167_WAHB01001167.1,0.3693,61546,268.1018,Cnidaria
1167,ENA_WAHB01001168_WAHB01001168.1,0.3769,54281,412.8308,Cnidaria
1168,ENA_WAHB01001169_WAHB01001169.1,0.3824,54321,269.2899,Cnidaria
1169,ENA_WAHB01001170_WAHB01001170.1,0.3733,55424,464.4994,Cnidaria
1170,ENA_WAHB01001171_WAHB01001171.1,0.3741,54204,249.2881,Cnidaria
1171,ENA_WAHB01001172_WAHB01001172.1,0.3757,54334,1258.6164,Cnidaria
1172,ENA_WAHB01001173_WAHB01001173.1,0.3841,60302,423.1193,no-hit
1173,ENA_WAHB01001174_WAHB01001174.1,0.3722,53678,485.0566,no-hit
1174,ENA_WAHB01001175_WAHB01001175.1,0.3765,53783,330.0221,Cnidaria
1175,ENA_WAHB01001176_WAHB01001176.1,0.3871,54009,490.0251,no-hit
1176,ENA_WAHB01001177_WAHB01001177.1,0.3684,53826,259.6523,Cnidaria
1177,ENA_WAHB01001178_WAHB01001178.1,0.351,53507,345.0452,Cnidaria
1178,ENA_WAHB01001179_WAHB01001179.1,0.3684,53562,322.4484,no-hit
1179,ENA_WAHB01001180_WAHB01001180.1,0.3714,53406,212.2088,Eukaryota-undef
1180,ENA_WAHB01001181_WAHB01001181.1,0.3681,53415,272.6027,Arthropoda
1181,ENA_WAHB01001182_WAHB01001182.1,0.3584,53216,217.7028,Cnidaria
1182,ENA_WAHB01001183_WAHB01001183.1,0.3629,53503,217.2605,Cnidaria
1183,ENA_WAHB01001184_WAHB01001184.1,0.3461,52371,233.5597,Cnidaria
1184,ENA_WAHB01001185_WAHB01001185.1,0.3632,53062,217.8253,Cnidaria
1185,ENA_WAHB01001186_WAHB01001186.1,0.3924,52571,345.9128,Cnidaria
1186,ENA_WAHB01001187_WAHB01001187.1,0.3705,52924,329.528,Cnidaria
1187,ENA_WAHB01001188_WAHB01001188.1,0.3584,52752,360.2263,no-hit
1188,ENA_WAHB01001189_WAHB01001189.1,0.3685,52867,206.2908,Cnidaria
1189,ENA_WAHB01001190_WAHB01001190.1,0.3587,51905,247.6098,Cnidaria
1190,ENA_WAHB01001191_WAHB01001191.1,0.3611,52457,334.9235,Chordata
1191,ENA_WAHB01001192_WAHB01001192.1,0.3829,52437,249.9006,no-hit
1192,ENA_WAHB01001193_WAHB01001193.1,0.3608,52577,258.0085,Cnidaria
1193,ENA_WAHB01001194_WAHB01001194.1,0.374,50160,269.4977,Cnidaria
1194,ENA_WAHB01001195_WAHB01001195.1,0.3647,52327,266.2518,Cnidaria
1195,ENA_WAHB01001196_WAHB01001196.1,0.3668,52070,325.0573,Cnidaria
1196,ENA_WAHB01001197_WAHB01001197.1,0.3704,52747,332.381,Chordata
1197,ENA_WAHB01001198_WAHB01001198.1,0.3698,58045,225.7876,Cnidaria
1198,ENA_WAHB01001199_WAHB01001199.1,0.3553,51871,235.1421,Cnidaria
1199,ENA_WAHB01001200_WAHB01001200.1,0.3744,51877,249.4308,Cnidaria
1200,ENA_WAHB01001201_WAHB01001201.1,0.3727,51762,269.863,Cnidaria
1201,ENA_WAHB01001202_WAHB01001202.1,0.3602,50045,223.6435,no-hit
1202,ENA_WAHB01001203_WAHB01001203.1,0.3649,51949,555.443,no-hit
1203,ENA_WAHB01001204_WAHB01001204.1,0.3823,50679,290.9915,Cnidaria
1204,ENA_WAHB01001205_WAHB01001205.1,0.3647,51046,295.8877,no-hit
1205,ENA_WAHB01001206_WAHB01001206.1,0.3629,50816,267.2263,no-hit
1206,ENA_WAHB01001207_WAHB01001207.1,0.3715,50573,257.2057,no-hit
1207,ENA_WAHB01001208_WAHB01001208.1,0.383,54687,732.0158,no-hit
1208,ENA_WAHB01001209_WAHB01001209.1,0.3611,50692,221.1794,Cnidaria
1209,ENA_WAHB01001210_WAHB01001210.1,0.3643,54475,278.6923,Cnidaria
1210,ENA_WAHB01001211_WAHB01001211.1,0.3784,50469,402.8314,Cnidaria
1211,ENA_WAHB01001212_WAHB01001212.1,0.3531,50665,227.7434,no-hit
1212,ENA_WAHB01001213_WAHB01001213.1,0.3711,57324,351.4063,no-hit
1213,ENA_WAHB01001214_WAHB01001214.1,0.394,50392,344.4868,no-hit
1214,ENA_WAHB01001215_WAHB01001215.1,0.3569,52618,180.527,Cnidaria
1215,ENA_WAHB01001216_WAHB01001216.1,0.3707,50471,243.2412,no-hit
1216,ENA_WAHB01001217_WAHB01001217.1,0.3662,50713,259.3718,Arthropoda
1217,ENA_WAHB01001218_WAHB01001218.1,0.414,50287,4167.032,no-hit
1218,ENA_WAHB01001219_WAHB01001219.1,0.3691,53389,251.8486,Cnidaria
1219,ENA_WAHB01001220_WAHB01001220.1,0.3847,50096,4365.9265,no-hit
1220,ENA_WAHB01001221_WAHB01001221.1,0.3624,50156,232.4112,Cnidaria
1221,ENA_WAHB01001222_WAHB01001222.1,0.3534,55292,384.8723,no-hit
1222,ENA_WAHB01001223_WAHB01001223.1,0.3753,50102,257.1733,no-hit
1223,ENA_WAHB01001224_WAHB01001224.1,0.3684,50155,246.6046,no-hit
1224,ENA_WAHB01001225_WAHB01001225.1,0.3561,52460,428.986,Cnidaria
1225,ENA_WAHB01001226_WAHB01001226.1,0.3737,49696,354.445,Cnidaria
1226,ENA_WAHB01001227_WAHB01001227.1,0.3513,49342,216.3318,no-hit
1227,ENA_WAHB01001228_WAHB01001228.1,0.3685,49680,229.5285,Cnidaria
1228,ENA_WAHB01001229_WAHB01001229.1,0.3659,49683,316.9741,Cnidaria
1229,ENA_WAHB01001230_WAHB01001230.1,0.3651,49307,263.1663,Arthropoda
1230,ENA_WAHB01001231_WAHB01001231.1,0.3802,54560,302.8032,no-hit
1231,ENA_WAHB01001232_WAHB01001232.1,0.3721,49659,266.684,no-hit
1232,ENA_WAHB01001233_WAHB01001233.1,0.372,49398,299.9997,no-hit
1233,ENA_WAHB01001234_WAHB01001234.1,0.3936,49321,540.9624,Cnidaria
1234,ENA_WAHB01001235_WAHB01001235.1,0.3644,49578,349.2938,no-hit
1235,ENA_WAHB01001236_WAHB01001236.1,0.3772,49041,279.1036,no-hit
1236,ENA_WAHB01001237_WAHB01001237.1,0.3681,49529,384.6399,Cnidaria
1237,ENA_WAHB01001238_WAHB01001238.1,0.3756,49956,229.1226,Cnidaria
1238,ENA_WAHB01001239_WAHB01001239.1,0.3887,49056,249.3452,Cnidaria
1239,ENA_WAHB01001240_WAHB01001240.1,0.3846,52569,3934.7632,no-hit
1240,ENA_WAHB01001241_WAHB01001241.1,0.375,48922,288.8188,Cnidaria
1241,ENA_WAHB01001242_WAHB01001242.1,0.3638,48624,255.8244,Cnidaria
1242,ENA_WAHB01001243_WAHB01001243.1,0.3964,48754,303.7265,no-hit
1243,ENA_WAHB01001244_WAHB01001244.1,0.3743,48705,227.0649,no-hit
1244,ENA_WAHB01001245_WAHB01001245.1,0.3571,48752,213.3642,no-hit
1245,ENA_WAHB01001246_WAHB01001246.1,0.362,55470,464.6278,no-hit
1246,ENA_WAHB01001247_WAHB01001247.1,0.3974,49334,1858.3754,Cnidaria
1247,ENA_WAHB01001248_WAHB01001248.1,0.3607,49599,207.7284,Cnidaria
1248,ENA_WAHB01001249_WAHB01001249.1,0.372,48249,272.8917,Cnidaria
1249,ENA_WAHB01001250_WAHB01001250.1,0.3727,49093,296.2264,Cnidaria
1250,ENA_WAHB01001251_WAHB01001251.1,0.3792,54065,303.8278,Cnidaria
1251,ENA_WAHB01001252_WAHB01001252.1,0.3618,48212,284.9542,Cnidaria
1252,ENA_WAHB01001253_WAHB01001253.1,0.3571,48131,211.6091,Cnidaria
1253,ENA_WAHB01001254_WAHB01001254.1,0.371,48332,271.8903,no-hit
1254,ENA_WAHB01001255_WAHB01001255.1,0.376,47821,344.0061,Cnidaria
1255,ENA_WAHB01001256_WAHB01001256.1,0.3664,48016,256.4972,no-hit
1256,ENA_WAHB01001257_WAHB01001257.1,0.4651,48360,1967.0281,no-hit
1257,ENA_WAHB01001258_WAHB01001258.1,0.402,48067,1127.6946,Cnidaria
1258,ENA_WAHB01001259_WAHB01001259.1,0.3855,48362,650.1197,no-hit
1259,ENA_WAHB01001260_WAHB01001260.1,0.3689,47635,278.3704,no-hit
1260,ENA_WAHB01001261_WAHB01001261.1,0.3818,40572,834.3398,no-hit
1261,ENA_WAHB01001262_WAHB01001262.1,0.3695,47217,372.1447,Cnidaria
1262,ENA_WAHB01001263_WAHB01001263.1,0.3739,53652,373.9522,no-hit
1263,ENA_WAHB01001264_WAHB01001264.1,0.3726,47881,924.7558,Cnidaria
1264,ENA_WAHB01001265_WAHB01001265.1,0.3689,47155,272.3041,Cnidaria
1265,ENA_WAHB01001266_WAHB01001266.1,0.3485,46928,271.2977,no-hit
1266,ENA_WAHB01001267_WAHB01001267.1,0.3636,48951,196.3488,Cnidaria
1267,ENA_WAHB01001268_WAHB01001268.1,0.3498,46724,181.9581,Cnidaria
1268,ENA_WAHB01001269_WAHB01001269.1,0.3836,46067,310.4344,no-hit
1269,ENA_WAHB01001270_WAHB01001270.1,0.4046,46209,1847.5261,no-hit
1270,ENA_WAHB01001271_WAHB01001271.1,0.3515,46635,183.58,no-hit
1271,ENA_WAHB01001272_WAHB01001272.1,0.3648,46864,230.6117,Cnidaria
1272,ENA_WAHB01001273_WAHB01001273.1,0.3785,51109,245.1952,Cnidaria
1273,ENA_WAHB01001274_WAHB01001274.1,0.369,46633,255.2564,Chordata
1274,ENA_WAHB01001275_WAHB01001275.1,0.3714,47281,352.9395,Cnidaria
1275,ENA_WAHB01001276_WAHB01001276.1,0.4086,46900,1450.7896,Cnidaria
1276,ENA_WAHB01001277_WAHB01001277.1,0.3656,44390,619.1382,Cnidaria
1277,ENA_WAHB01001278_WAHB01001278.1,0.3845,46389,459.5887,Cnidaria
1278,ENA_WAHB01001279_WAHB01001279.1,0.4136,46269,1291.2517,no-hit
1279,ENA_WAHB01001280_WAHB01001280.1,0.3692,46113,285.1297,Cnidaria
1280,ENA_WAHB01001281_WAHB01001281.1,0.3837,46552,309.1218,Cnidaria
1281,ENA_WAHB01001282_WAHB01001282.1,0.3685,48161,237.9961,Cnidaria
1282,ENA_WAHB01001283_WAHB01001283.1,0.3826,46109,338.4095,Cnidaria
1283,ENA_WAHB01001284_WAHB01001284.1,0.388,45740,335.4003,no-hit
1284,ENA_WAHB01001285_WAHB01001285.1,0.3882,47522,496.4816,Cnidaria
1285,ENA_WAHB01001286_WAHB01001286.1,0.3777,45604,170.3197,no-hit
1286,ENA_WAHB01001287_WAHB01001287.1,0.3728,47273,238.1549,Chordata
1287,ENA_WAHB01001288_WAHB01001288.1,0.4016,47712,1517.3009,Cnidaria
1288,ENA_WAHB01001289_WAHB01001289.1,0.3683,45562,277.3227,no-hit
1289,ENA_WAHB01001290_WAHB01001290.1,0.3629,45445,238.3865,Cnidaria
1290,ENA_WAHB01001291_WAHB01001291.1,0.3487,45298,234.9612,no-hit
1291,ENA_WAHB01001292_WAHB01001292.1,0.3755,45004,238.5849,Cnidaria
1292,ENA_WAHB01001293_WAHB01001293.1,0.3797,45167,259.0201,Cnidaria
1293,ENA_WAHB01001294_WAHB01001294.1,0.3754,44898,245.0237,Chordata
1294,ENA_WAHB01001295_WAHB01001295.1,0.3708,44702,644.5365,Cnidaria
1295,ENA_WAHB01001296_WAHB01001296.1,0.3796,44749,249.5983,no-hit
1296,ENA_WAHB01001297_WAHB01001297.1,0.3676,44796,156.1791,Cnidaria
1297,ENA_WAHB01001298_WAHB01001298.1,0.3592,44771,205.4619,no-hit
1298,ENA_WAHB01001299_WAHB01001299.1,0.3728,46533,273.1692,no-hit
1299,ENA_WAHB01001300_WAHB01001300.1,0.3717,44732,165.8671,no-hit
1300,ENA_WAHB01001301_WAHB01001301.1,0.3718,44110,235.0403,Cnidaria
1301,ENA_WAHB01001302_WAHB01001302.1,0.3842,44924,319.9721,no-hit
1302,ENA_WAHB01001303_WAHB01001303.1,0.3843,44417,500.4642,Cnidaria
1303,ENA_WAHB01001304_WAHB01001304.1,0.3758,45259,189.4743,no-hit
1304,ENA_WAHB01001305_WAHB01001305.1,0.37,44369,272.2498,no-hit
1305,ENA_WAHB01001306_WAHB01001306.1,0.3466,44645,188.042,no-hit
1306,ENA_WAHB01001307_WAHB01001307.1,0.3517,45731,277.4282,Cnidaria
1307,ENA_WAHB01001308_WAHB01001308.1,0.385,43989,338.8819,no-hit
1308,ENA_WAHB01001309_WAHB01001309.1,0.3727,44437,255.3269,Cnidaria
1309,ENA_WAHB01001310_WAHB01001310.1,0.362,44302,1284.8178,no-hit
1310,ENA_WAHB01001311_WAHB01001311.1,0.3865,44647,175.9887,Cnidaria
1311,ENA_WAHB01001312_WAHB01001312.1,0.3779,43738,949.6131,no-hit
1312,ENA_WAHB01001313_WAHB01001313.1,0.371,43950,297.6303,Cnidaria
1313,ENA_WAHB01001314_WAHB01001314.1,0.3601,47260,262.5983,Cnidaria
1314,ENA_WAHB01001315_WAHB01001315.1,0.3814,43953,1553.4597,Cnidaria
